WKT,type,label,descr,city,region,country,house,phone,zip,highway,level,endlevel,GEOMETRY_X,GEOMETRY_Y
"POINT (174.77542 -36.86707)",5654,,,,,,,,,,0,0,174.77542,-36.86707
"POINT (174.77122 -36.86411)",5654,,,,,,,,,,0,0,174.77122,-36.86411
"POINT (174.7913 -36.89237)",5654,,,,,,,,,,0,0,174.7913,-36.89237
"POINT (174.8385 -36.9518)",5654,,,,,,,,,,0,0,174.8385,-36.9518
"POINT (174.84361 -36.94056)",5654,,,,,,,,,,0,0,174.84361,-36.94056
"POINT (174.83981 -36.94014)",5654,,,,,,,,,,0,0,174.83981,-36.94014
"POINT (174.83511 -36.95593)",5654,,,,,,,,,,0,0,174.83511,-36.95593
"POINT (174.84506 -36.95095)",5654,,,,,,,,,,0,0,174.84506,-36.95095
"POINT (174.83589 -36.93599)",5654,,,,,,,,,,0,0,174.83589,-36.93599
"POINT (174.83488 -36.94878)",5654,,,,,,,,,,0,0,174.83488,-36.94878
"POINT (174.84512 -36.94534)",5654,,,,,,,,,,0,0,174.84512,-36.94534
"POINT (174.8428 -36.94329)",5654,,,,,,,,,,0,0,174.8428,-36.94329
"POINT (174.84437 -36.94297)",5654,,,,,,,,,,0,0,174.84437,-36.94297
"POINT (174.84556 -36.94018)",5654,,,,,,,,,,0,0,174.84556,-36.94018
"POINT (174.80632 -36.90157)",5654,,,,,,,,,,0,0,174.80632,-36.90157
"POINT (174.83227 -36.92525)",5654,,,,,,,,,,0,0,174.83227,-36.92525
"POINT (174.84742 -36.91878)",5654,,,,,,,,,,0,0,174.84742,-36.91878
"POINT (174.73533 -36.88447)",5654,,,,,,,,,,0,0,174.73533,-36.88447
"POINT (174.70591 -36.8935)",5654,,,,,,,,,,0,0,174.70591,-36.8935
"POINT (174.73164 -36.88262)",5654,,,,,,,,,,0,0,174.73164,-36.88262
"POINT (174.75181 -36.85224)",5654,,,,,,,,,,0,0,174.75181,-36.85224
"POINT (174.81369 -36.9125)",5654,,,,,,,,,,0,0,174.81369,-36.9125
"POINT (174.73657 -36.87382)",5654,,,,,,,,,,0,0,174.73657,-36.87382
"POINT (174.72123 -36.90535)",5654,,,,,,,,,,0,0,174.72123,-36.90535
"POINT (174.83377 -36.92825)",5654,,,,,,,,,,0,0,174.83377,-36.92825
"POINT (174.77363 -36.84495)",5654,,,,,,,,,,0,0,174.77363,-36.84495
"POINT (174.82965 -36.85982)",5654,,,,,,,,,,0,0,174.82965,-36.85982
"POINT (174.76257 -36.84823)",5654,,,,,,,,,,0,0,174.76257,-36.84823
"POINT (174.84794 -36.89818)",5654,,,,,,,,,,0,0,174.84794,-36.89818
"POINT (174.77905 -36.8711)",5654,,,,,,,,,,0,0,174.77905,-36.8711
"POINT (174.83894 -36.915)",5654,,,,,,,,,,0,0,174.83894,-36.915
"POINT (174.81294 -36.89049)",5654,,,,,,,,,,0,0,174.81294,-36.89049
"POINT (174.77287 -36.84651)",5654,,,,,,,,,,0,0,174.77287,-36.84651
"POINT (174.82417 -36.91708)",5654,,,,,,,,,,0,0,174.82417,-36.91708
"POINT (174.8464 -36.91517)",5654,,,,,,,,,,0,0,174.8464,-36.91517
"POINT (174.85362 -36.91119)",5654,,,,,,,,,,0,0,174.85362,-36.91119
"POINT (174.84669 -36.91616)",5654,,,,,,,,,,0,0,174.84669,-36.91616
"POINT (174.80938 -36.88656)",5654,,,,,,,,,,0,0,174.80938,-36.88656
"POINT (174.71354 -36.9071)",5654,,,,,,,,,,0,0,174.71354,-36.9071
"POINT (174.79948 -36.88751)",5654,,,,,,,,,,0,0,174.79948,-36.88751
"POINT (174.83427 -36.94603)",5654,,,,,,,,,,0,0,174.83427,-36.94603
"POINT (174.83627 -36.95425)",5654,,,,,,,,,,0,0,174.83627,-36.95425
"POINT (174.82565 -36.87669)",5654,,,,,,,,,,0,0,174.82565,-36.87669
"POINT (174.69624 -36.90869)",5654,,,,,,,,,,0,0,174.69624,-36.90869
"POINT (174.7243 -36.9256)",5654,,,,,,,,,,0,0,174.7243,-36.9256
"POINT (174.78651 -36.89286)",5654,,,,,,,,,,0,0,174.78651,-36.89286
"POINT (174.84794 -36.86791)",5654,,,,,,,,,,0,0,174.84794,-36.86791
"POINT (174.73242 -36.88387)",5654,,,,,,,,,,0,0,174.73242,-36.88387
"POINT (174.76608 -36.84922)",5654,,,,,,,,,,0,0,174.76608,-36.84922
"POINT (174.80307 -36.8854)",5654,,,,,,,,,,0,0,174.80307,-36.8854
"POINT (174.77441 -36.84875)",5654,,,,,,,,,,0,0,174.77441,-36.84875
"POINT (174.7738 -36.84752)",5654,,,,,,,,,,0,0,174.7738,-36.84752
"POINT (174.76881 -36.85834)",5654,,,,,,,,,,0,0,174.76881,-36.85834
"POINT (174.73452 -36.9076)",5654,,,,,,,,,,0,0,174.73452,-36.9076
"POINT (174.83926 -36.91619)",5654,,,,,,,,,,0,0,174.83926,-36.91619
"POINT (174.84715 -36.91786)",5654,,,,,,,,,,0,0,174.84715,-36.91786
"POINT (174.8513 -36.93904)",5654,,,,,,,,,,0,0,174.8513,-36.93904
"POINT (174.78341 -36.92528)",5654,,,,,,,,,,0,0,174.78341,-36.92528
"POINT (174.84013 -36.882)",5654,,,,,,,,,,0,0,174.84013,-36.882
"POINT (174.84486 -36.88617)",5654,,,,,,,,,,0,0,174.84486,-36.88617
"POINT (174.79811 -36.89338)",5654,,,,,,,,,,0,0,174.79811,-36.89338
"POINT (174.75291 -36.84507)",5654,,,,,,,,,,0,0,174.75291,-36.84507
"POINT (174.75744 -36.8537)",5654,,,,,,,,,,0,0,174.75744,-36.8537
"POINT (174.76199 -36.86111)",5654,,,,,,,,,,0,0,174.76199,-36.86111
"POINT (174.77113 -36.85516)",5654,,,,,,,,,,0,0,174.77113,-36.85516
"POINT (174.77525 -36.85089)",5654,,,,,,,,,,0,0,174.77525,-36.85089
"POINT (174.76933 -36.85508)",5654,,,,,,,,,,0,0,174.76933,-36.85508
"POINT (174.7742 -36.8723)",5654,,,,,,,,,,0,0,174.7742,-36.8723
"POINT (174.75836 -36.85401)",5654,,,,,,,,,,0,0,174.75836,-36.85401
"POINT (174.75392 -36.86138)",5654,,,,,,,,,,0,0,174.75392,-36.86138
"POINT (174.70506 -36.87224)",5654,,,,,,,,,,0,0,174.70506,-36.87224
"POINT (174.83999 -36.9189)",5654,,,,,,,,,,0,0,174.83999,-36.9189
"POINT (174.72575 -36.86917)",5654,,,,,,,,,,0,0,174.72575,-36.86917
"POINT (174.72583 -36.86816)",5654,,,,,,,,,,0,0,174.72583,-36.86816
"POINT (174.72892 -36.86761)",5654,,,,,,,,,,0,0,174.72892,-36.86761
"POINT (174.75822 -36.91777)",5654,,,,,,,,,,0,0,174.75822,-36.91777
"POINT (174.76713 -36.86529)",5654,,,,,,,,,,0,0,174.76713,-36.86529
"POINT (174.78253 -36.92675)",5654,,,,,,,,,,0,0,174.78253,-36.92675
"POINT (174.82603 -36.91563)",5654,,,,,,,,,,0,0,174.82603,-36.91563
"POINT (174.76701 -36.92206)",5654,,,,,,,,,,0,0,174.76701,-36.92206
"POINT (174.77377 -36.85246)",5654,,,,,,,,,,0,0,174.77377,-36.85246
"POINT (174.7698 -36.85608)",5654,,,,,,,,,,0,0,174.7698,-36.85608
"POINT (174.7864 -36.88179)",5654,,,,,,,,,,0,0,174.7864,-36.88179
"POINT (174.73944 -36.91172)",5654,,,,,,,,,,0,0,174.73944,-36.91172
"POINT (174.72816 -36.90425)",5654,,,,,,,,,,0,0,174.72816,-36.90425
"POINT (174.72117 -36.90527)",5654,,,,,,,,,,0,0,174.72117,-36.90527
"POINT (174.87463 -37.01461)",5654,,,,,,,,,,0,0,174.87463,-37.01461
"POINT (174.84991 -36.95232)",5654,,,,,,,,,,0,0,174.84991,-36.95232
"POINT (174.89624 -36.99009)",5654,,,,,,,,,,0,0,174.89624,-36.99009
"POINT (174.88237 -36.98797)",5654,,,,,,,,,,0,0,174.88237,-36.98797
"POINT (174.86216 -37.01897)",5654,,,,,,,,,,0,0,174.86216,-37.01897
"POINT (174.85777 -37.01073)",5654,,,,,,,,,,0,0,174.85777,-37.01073
"POINT (174.87759 -36.98152)",5654,,,,,,,,,,0,0,174.87759,-36.98152
"POINT (174.85862 -36.96738)",5654,,,,,,,,,,0,0,174.85862,-36.96738
"POINT (174.85977 -36.96863)",5654,,,,,,,,,,0,0,174.85977,-36.96863
"POINT (174.86183 -36.97086)",5654,,,,,,,,,,0,0,174.86183,-36.97086
"POINT (174.86453 -36.97372)",5654,,,,,,,,,,0,0,174.86453,-36.97372
"POINT (174.86546 -36.96575)",5654,,,,,,,,,,0,0,174.86546,-36.96575
"POINT (174.85415 -36.97954)",5654,,,,,,,,,,0,0,174.85415,-36.97954
"POINT (174.85121 -36.97978)",5654,,,,,,,,,,0,0,174.85121,-36.97978
"POINT (174.88131 -36.98681)",5654,,,,,,,,,,0,0,174.88131,-36.98681
"POINT (174.84762 -36.99185)",5654,,,,,,,,,,0,0,174.84762,-36.99185
"POINT (174.85031 -36.98012)",5654,,,,,,,,,,0,0,174.85031,-36.98012
"POINT (174.87001 -36.98414)",5654,,,,,,,,,,0,0,174.87001,-36.98414
"POINT (174.86062 -36.96957)",5654,,,,,,,,,,0,0,174.86062,-36.96957
"POINT (174.85899 -36.99374)",5654,,,,,,,,,,0,0,174.85899,-36.99374
"POINT (174.86053 -36.99324)",5654,,,,,,,,,,0,0,174.86053,-36.99324
"POINT (174.86418 -36.992)",5654,,,,,,,,,,0,0,174.86418,-36.992
"POINT (174.87332 -36.9893)",5654,,,,,,,,,,0,0,174.87332,-36.9893
"POINT (174.88841 -36.98434)",5654,,,,,,,,,,0,0,174.88841,-36.98434
"POINT (174.89505 -36.98316)",5654,,,,,,,,,,0,0,174.89505,-36.98316
"POINT (174.89767 -36.97813)",5654,,,,,,,,,,0,0,174.89767,-36.97813
"POINT (174.91023 -36.93442)",5654,,,,,,,,,,0,0,174.91023,-36.93442
"POINT (174.92468 -36.96725)",5654,,,,,,,,,,0,0,174.92468,-36.96725
"POINT (174.88461 -36.98572)",5654,,,,,,,,,,0,0,174.88461,-36.98572
"POINT (174.7911 -36.94038)",5654,,,,,,,,,,0,0,174.7911,-36.94038
"POINT (174.78926 -36.97367)",5654,,,,,,,,,,0,0,174.78926,-36.97367
"POINT (174.81692 -36.97327)",5654,,,,,,,,,,0,0,174.81692,-36.97327
"POINT (174.7843 -36.98253)",5654,,,,,,,,,,0,0,174.7843,-36.98253
"POINT (174.79551 -36.95369)",5654,,,,,,,,,,0,0,174.79551,-36.95369
"POINT (174.86842 -36.96335)",5654,,,,,,,,,,0,0,174.86842,-36.96335
"POINT (174.86706 -36.96438)",5654,,,,,,,,,,0,0,174.86706,-36.96438
"POINT (174.90701 -37.01432)",5654,,,,,,,,,,0,0,174.90701,-37.01432
"POINT (174.85284 -37.00181)",5654,,,,,,,,,,0,0,174.85284,-37.00181
"POINT (174.8551 -37.00598)",5654,,,,,,,,,,0,0,174.8551,-37.00598
"POINT (174.86523 -37.00192)",5654,,,,,,,,,,0,0,174.86523,-37.00192
"POINT (174.87246 -36.99942)",5654,,,,,,,,,,0,0,174.87246,-36.99942
"POINT (174.87623 -36.99792)",5654,,,,,,,,,,0,0,174.87623,-36.99792
"POINT (174.87997 -36.99396)",5654,,,,,,,,,,0,0,174.87997,-36.99396
"POINT (174.88252 -36.9931)",5654,,,,,,,,,,0,0,174.88252,-36.9931
"POINT (174.88386 -36.99266)",5654,,,,,,,,,,0,0,174.88386,-36.99266
"POINT (174.88902 -36.99182)",5654,,,,,,,,,,0,0,174.88902,-36.99182
"POINT (174.88562 -36.99536)",5654,,,,,,,,,,0,0,174.88562,-36.99536
"POINT (174.84387 -36.99316)",5654,,,,,,,,,,0,0,174.84387,-36.99316
"POINT (174.79031 -36.94052)",5654,,,,,,,,,,0,0,174.79031,-36.94052
"POINT (174.79158 -36.95264)",5654,,,,,,,,,,0,0,174.79158,-36.95264
"POINT (174.8585 -36.95229)",5654,,,,,,,,,,0,0,174.8585,-36.95229
"POINT (174.78926 -37.00175)",5654,,,,,,,,,,0,0,174.78926,-37.00175
"POINT (174.82292 -36.96857)",5654,,,,,,,,,,0,0,174.82292,-36.96857
"POINT (174.79066 -36.95491)",5654,,,,,,,,,,0,0,174.79066,-36.95491
"POINT (174.83224 -36.95977)",5654,,,,,,,,,,0,0,174.83224,-36.95977
"POINT (174.8022 -36.95208)",5654,,,,,,,,,,0,0,174.8022,-36.95208
"POINT (174.79829 -36.95299)",5654,,,,,,,,,,0,0,174.79829,-36.95299
"POINT (174.81857 -36.97199)",5654,,,,,,,,,,0,0,174.81857,-36.97199
"POINT (174.83378 -36.95772)",5654,,,,,,,,,,0,0,174.83378,-36.95772
"POINT (174.78685 -36.97223)",5654,,,,,,,,,,0,0,174.78685,-36.97223
"POINT (174.81567 -36.97427)",5654,,,,,,,,,,0,0,174.81567,-36.97427
"POINT (174.89984 -36.89584)",5654,,,,,,,,,,0,0,174.89984,-36.89584
"POINT (174.85774 -36.90769)",5654,,,,,,,,,,0,0,174.85774,-36.90769
"POINT (174.8708 -36.91497)",5654,,,,,,,,,,0,0,174.8708,-36.91497
"POINT (174.87106 -36.91142)",5654,,,,,,,,,,0,0,174.87106,-36.91142
"POINT (174.88487 -36.92394)",5654,,,,,,,,,,0,0,174.88487,-36.92394
"POINT (174.92436 -36.89295)",5654,,,,,,,,,,0,0,174.92436,-36.89295
"POINT (174.91903 -36.89908)",5654,,,,,,,,,,0,0,174.91903,-36.89908
"POINT (174.87297 -36.91674)",5654,,,,,,,,,,0,0,174.87297,-36.91674
"POINT (174.91307 -36.92621)",5654,,,,,,,,,,0,0,174.91307,-36.92621
"POINT (174.89796 -36.92706)",5654,,,,,,,,,,0,0,174.89796,-36.92706
"POINT (174.91304 -36.91969)",5654,,,,,,,,,,0,0,174.91304,-36.91969
"POINT (174.91429 -36.9367)",5654,,,,,,,,,,0,0,174.91429,-36.9367
"POINT (174.91258 -36.94288)",5654,,,,,,,,,,0,0,174.91258,-36.94288
"POINT (174.87719 -36.92038)",5654,,,,,,,,,,0,0,174.87719,-36.92038
"POINT (174.91476 -36.9351)",5654,,,,,,,,,,0,0,174.91476,-36.9351
"POINT (174.91441 -36.91638)",5654,,,,,,,,,,0,0,174.91441,-36.91638
"POINT (174.90521 -36.92904)",5654,,,,,,,,,,0,0,174.90521,-36.92904
"POINT (174.9089 -36.92943)",5654,,,,,,,,,,0,0,174.9089,-36.92943
"POINT (174.93295 -36.92087)",5654,,,,,,,,,,0,0,174.93295,-36.92087
"POINT (174.88052 -36.96245)",5654,,,,,,,,,,0,0,174.88052,-36.96245
"POINT (174.85269 -36.95732)",5654,,,,,,,,,,0,0,174.85269,-36.95732
"POINT (174.87477 -36.96243)",5654,,,,,,,,,,0,0,174.87477,-36.96243
"POINT (174.89082 -36.95392)",5654,,,,,,,,,,0,0,174.89082,-36.95392
"POINT (174.88876 -36.96047)",5654,,,,,,,,,,0,0,174.88876,-36.96047
"POINT (174.89224 -36.94869)",5654,,,,,,,,,,0,0,174.89224,-36.94869
"POINT (174.89009 -36.95642)",5654,,,,,,,,,,0,0,174.89009,-36.95642
"POINT (174.89363 -36.94319)",5654,,,,,,,,,,0,0,174.89363,-36.94319
"POINT (174.88369 -36.9617)",5654,,,,,,,,,,0,0,174.88369,-36.9617
"POINT (174.86964 -36.96273)",5654,,,,,,,,,,0,0,174.86964,-36.96273
"POINT (174.90664 -36.96453)",5654,,,,,,,,,,0,0,174.90664,-36.96453
"POINT (174.88467 -36.97575)",5654,,,,,,,,,,0,0,174.88467,-36.97575
"POINT (174.90863 -36.95743)",5654,,,,,,,,,,0,0,174.90863,-36.95743
"POINT (174.87077 -36.95829)",5654,,,,,,,,,,0,0,174.87077,-36.95829
"POINT (174.88888 -36.96082)",5654,,,,,,,,,,0,0,174.88888,-36.96082
"POINT (174.8717 -36.96257)",5654,,,,,,,,,,0,0,174.8717,-36.96257
"POINT (174.88661 -36.96891)",5654,,,,,,,,,,0,0,174.88661,-36.96891
"POINT (174.89581 -36.96257)",5654,,,,,,,,,,0,0,174.89581,-36.96257
"POINT (174.90075 -36.95118)",5654,,,,,,,,,,0,0,174.90075,-36.95118
"POINT (174.90214 -36.98075)",5654,,,,,,,,,,0,0,174.90214,-36.98075
"POINT (174.8845 -36.938)",5654,,,,,,,,,,0,0,174.8845,-36.938
"POINT (174.87919 -36.93703)",5654,,,,,,,,,,0,0,174.87919,-36.93703
"POINT (174.87594 -36.93645)",5654,,,,,,,,,,0,0,174.87594,-36.93645
"POINT (174.87086 -36.9382)",5654,,,,,,,,,,0,0,174.87086,-36.9382
"POINT (174.87544 -36.93824)",5654,,,,,,,,,,0,0,174.87544,-36.93824
"POINT (174.86259 -36.95692)",5654,,,,,,,,,,0,0,174.86259,-36.95692
"POINT (174.85969 -36.95785)",5654,,,,,,,,,,0,0,174.85969,-36.95785
"POINT (174.8737 -37.00702)",5654,,,,,,,,,,0,0,174.8737,-37.00702
"POINT (174.87724 -37.01373)",5654,,,,,,,,,,0,0,174.87724,-37.01373
"POINT (174.89349 -37.02535)",5654,,,,,,,,,,0,0,174.89349,-37.02535
"POINT (174.70231 -36.61078)",5654,,,,,,,,,,0,0,174.70231,-36.61078
"POINT (174.7133 -36.61313)",5654,,,,,,,,,,0,0,174.7133,-36.61313
"POINT (174.7489 -36.63666)",5654,,,,,,,,,,0,0,174.7489,-36.63666
"POINT (174.74656 -36.63518)",5654,,,,,,,,,,0,0,174.74656,-36.63518
"POINT (174.74815 -36.63586)",5654,,,,,,,,,,0,0,174.74815,-36.63586
"POINT (174.67802 -36.58946)",5654,,,,,,,,,,0,0,174.67802,-36.58946
"POINT (174.69296 -36.58074)",5654,,,,,,,,,,0,0,174.69296,-36.58074
"POINT (174.69487 -36.58477)",5654,,,,,,,,,,0,0,174.69487,-36.58477
"POINT (174.69619 -36.58615)",5654,,,,,,,,,,0,0,174.69619,-36.58615
"POINT (174.69894 -36.59648)",5654,,,,,,,,,,0,0,174.69894,-36.59648
"POINT (174.69418 -36.60218)",5654,,,,,,,,,,0,0,174.69418,-36.60218
"POINT (174.68515 -36.61338)",5654,,,,,,,,,,0,0,174.68515,-36.61338
"POINT (174.67178 -36.62149)",5654,,,,,,,,,,0,0,174.67178,-36.62149
"POINT (174.66058 -36.397)",5654,,,,,,,,,,0,0,174.66058,-36.397
"POINT (174.65875 -36.40248)",5654,,,,,,,,,,0,0,174.65875,-36.40248
"POINT (174.66264 -36.62516)",5654,,,,,,,,,,0,0,174.66264,-36.62516
"POINT (174.78044 -36.86347)",5654,,,,,,,,,,0,0,174.78044,-36.86347
"POINT (174.839 -36.86164)",5654,,,,,,,,,,0,0,174.839,-36.86164
"POINT (174.74847 -36.86306)",5654,,,,,,,,,,0,0,174.74847,-36.86306
"POINT (174.72566 -36.88011)",5654,,,,,,,,,,0,0,174.72566,-36.88011
"POINT (174.84567 -36.9471)",5654,,,,,,,,,,0,0,174.84567,-36.9471
"POINT (174.78039 -36.87794)",5654,,,,,,,,,,0,0,174.78039,-36.87794
"POINT (174.68707 -36.89014)",5654,,,,,,,,,,0,0,174.68707,-36.89014
"POINT (174.82708 -36.90765)",5654,,,,,,,,,,0,0,174.82708,-36.90765
"POINT (174.70204 -36.9226)",5654,,,,,,,,,,0,0,174.70204,-36.9226
"POINT (174.75671 -36.85797)",5654,,,,,,,,,,0,0,174.75671,-36.85797
"POINT (174.74957 -36.88029)",5654,,,,,,,,,,0,0,174.74957,-36.88029
"POINT (174.76118 -36.88567)",5654,,,,,,,,,,0,0,174.76118,-36.88567
"POINT (174.75546 -36.92139)",5654,,,,,,,,,,0,0,174.75546,-36.92139
"POINT (174.82229 -36.8984)",5654,,,,,,,,,,0,0,174.82229,-36.8984
"POINT (174.76838 -36.8538)",5654,,,,,,,,,,0,0,174.76838,-36.8538
"POINT (174.85162 -36.89852)",5654,,,,,,,,,,0,0,174.85162,-36.89852
"POINT (174.85391 -36.90099)",5654,,,,,,,,,,0,0,174.85391,-36.90099
"POINT (174.83236 -36.89677)",5654,,,,,,,,,,0,0,174.83236,-36.89677
"POINT (174.74235 -36.88593)",5654,,,,,,,,,,0,0,174.74235,-36.88593
"POINT (174.74696 -36.88834)",5654,,,,,,,,,,0,0,174.74696,-36.88834
"POINT (174.84463 -36.94378)",5654,,,,,,,,,,0,0,174.84463,-36.94378
"POINT (174.75509 -36.88872)",5654,,,,,,,,,,0,0,174.75509,-36.88872
"POINT (174.85174 -36.89944)",5654,,,,,,,,,,0,0,174.85174,-36.89944
"POINT (174.69653 -36.89056)",5654,,,,,,,,,,0,0,174.69653,-36.89056
"POINT (174.84251 -36.90228)",5654,,,,,,,,,,0,0,174.84251,-36.90228
"POINT (174.76254 -36.8553)",5654,,,,,,,,,,0,0,174.76254,-36.8553
"POINT (174.84063 -36.95178)",5654,,,,,,,,,,0,0,174.84063,-36.95178
"POINT (174.74591 -36.89166)",5654,,,,,,,,,,0,0,174.74591,-36.89166
"POINT (174.8177 -36.87962)",5654,,,,,,,,,,0,0,174.8177,-36.87962
"POINT (174.77499 -36.86888)",5654,,,,,,,,,,0,0,174.77499,-36.86888
"POINT (174.76988 -36.86804)",5654,,,,,,,,,,0,0,174.76988,-36.86804
"POINT (174.77325 -36.87608)",5654,,,,,,,,,,0,0,174.77325,-36.87608
"POINT (174.73167 -36.84765)",5654,,,,,,,,,,0,0,174.73167,-36.84765
"POINT (174.6931 -36.90163)",5654,,,,,,,,,,0,0,174.6931,-36.90163
"POINT (174.73922 -36.86699)",5654,,,,,,,,,,0,0,174.73922,-36.86699
"POINT (174.76123 -36.86277)",5654,,,,,,,,,,0,0,174.76123,-36.86277
"POINT (174.74659 -36.8731)",5654,,,,,,,,,,0,0,174.74659,-36.8731
"POINT (174.74867 -36.90685)",5654,,,,,,,,,,0,0,174.74867,-36.90685
"POINT (174.73663 -36.84527)",5654,,,,,,,,,,0,0,174.73663,-36.84527
"POINT (174.74223 -36.84613)",5654,,,,,,,,,,0,0,174.74223,-36.84613
"POINT (174.78706 -36.88483)",5654,,,,,,,,,,0,0,174.78706,-36.88483
"POINT (174.75891 -36.84586)",5654,,,,,,,,,,0,0,174.75891,-36.84586
"POINT (174.73625 -36.86412)",5654,,,,,,,,,,0,0,174.73625,-36.86412
"POINT (174.71673 -36.86829)",5654,,,,,,,,,,0,0,174.71673,-36.86829
"POINT (174.72984 -36.87728)",5654,,,,,,,,,,0,0,174.72984,-36.87728
"POINT (174.76962 -36.86112)",5654,,,,,,,,,,0,0,174.76962,-36.86112
"POINT (174.77798 -36.86851)",5654,,,,,,,,,,0,0,174.77798,-36.86851
"POINT (174.80554 -36.88164)",5654,,,,,,,,,,0,0,174.80554,-36.88164
"POINT (174.75877 -36.89355)",5654,,,,,,,,,,0,0,174.75877,-36.89355
"POINT (174.76826 -36.85171)",5654,,,,,,,,,,0,0,174.76826,-36.85171
"POINT (174.73765 -36.88741)",5654,,,,,,,,,,0,0,174.73765,-36.88741
"POINT (174.68937 -36.89223)",5654,,,,,,,,,,0,0,174.68937,-36.89223
"POINT (174.74801 -36.88512)",5654,,,,,,,,,,0,0,174.74801,-36.88512
"POINT (174.86531 -36.88227)",5654,,,,,,,,,,0,0,174.86531,-36.88227
"POINT (174.72705 -36.8938)",5654,,,,,,,,,,0,0,174.72705,-36.8938
"POINT (174.73982 -36.84246)",5654,,,,,,,,,,0,0,174.73982,-36.84246
"POINT (174.75996 -36.85781)",5654,,,,,,,,,,0,0,174.75996,-36.85781
"POINT (174.80688 -36.89837)",5654,,,,,,,,,,0,0,174.80688,-36.89837
"POINT (174.74464 -36.87201)",5654,,,,,,,,,,0,0,174.74464,-36.87201
"POINT (174.7575 -36.91993)",5654,,,,,,,,,,0,0,174.7575,-36.91993
"POINT (174.75401 -36.84539)",5654,,,,,,,,,,0,0,174.75401,-36.84539
"POINT (174.77882 -36.86587)",5654,,,,,,,,,,0,0,174.77882,-36.86587
"POINT (174.76611 -36.85078)",5654,,,,,,,,,,0,0,174.76611,-36.85078
"POINT (174.71908 -36.86401)",5654,,,,,,,,,,0,0,174.71908,-36.86401
"POINT (174.81729 -36.8508)",5654,,,,,,,,,,0,0,174.81729,-36.8508
"POINT (174.76628 -36.90999)",5654,,,,,,,,,,0,0,174.76628,-36.90999
"POINT (174.75468 -36.84809)",5654,,,,,,,,,,0,0,174.75468,-36.84809
"POINT (174.76942 -36.85278)",5654,,,,,,,,,,0,0,174.76942,-36.85278
"POINT (174.87249 -37.03274)",5654,,,,,,,,,,0,0,174.87249,-37.03274
"POINT (174.88394 -37.01148)",5654,,,,,,,,,,0,0,174.88394,-37.01148
"POINT (174.88052 -37.01264)",5654,,,,,,,,,,0,0,174.88052,-37.01264
"POINT (174.85301 -36.97963)",5654,,,,,,,,,,0,0,174.85301,-36.97963
"POINT (174.84927 -36.97861)",5654,,,,,,,,,,0,0,174.84927,-36.97861
"POINT (174.8703 -36.97742)",5654,,,,,,,,,,0,0,174.8703,-36.97742
"POINT (174.90092 -36.98003)",5654,,,,,,,,,,0,0,174.90092,-36.98003
"POINT (174.90263 -36.96382)",5654,,,,,,,,,,0,0,174.90263,-36.96382
"POINT (174.80009 -36.96885)",5654,,,,,,,,,,0,0,174.80009,-36.96885
"POINT (174.80455 -36.95795)",5654,,,,,,,,,,0,0,174.80455,-36.95795
"POINT (174.79411 -36.97578)",5654,,,,,,,,,,0,0,174.79411,-36.97578
"POINT (174.79103 -36.97476)",5654,,,,,,,,,,0,0,174.79103,-36.97476
"POINT (174.81477 -36.96277)",5654,,,,,,,,,,0,0,174.81477,-36.96277
"POINT (174.91075 -36.88293)",5654,,,,,,,,,,0,0,174.91075,-36.88293
"POINT (174.91415 -36.88318)",5654,,,,,,,,,,0,0,174.91415,-36.88318
"POINT (174.91572 -36.88452)",5654,,,,,,,,,,0,0,174.91572,-36.88452
"POINT (174.89384 -36.89727)",5654,,,,,,,,,,0,0,174.89384,-36.89727
"POINT (174.9391 -36.90585)",5654,,,,,,,,,,0,0,174.9391,-36.90585
"POINT (174.88963 -36.91052)",5654,,,,,,,,,,0,0,174.88963,-36.91052
"POINT (174.92224 -36.92631)",5654,,,,,,,,,,0,0,174.92224,-36.92631
"POINT (174.88641 -36.96101)",5654,,,,,,,,,,0,0,174.88641,-36.96101
"POINT (174.85386 -36.9615)",5654,,,,,,,,,,0,0,174.85386,-36.9615
"POINT (174.83084 -36.98072)",5654,,,,,,,,,,0,0,174.83084,-36.98072
"POINT (174.9109 -36.94903)",5654,,,,,,,,,,0,0,174.9109,-36.94903
"POINT (174.86636 -36.95749)",5654,,,,,,,,,,0,0,174.86636,-36.95749
"POINT (174.86256 -36.94329)",5654,,,,,,,,,,0,0,174.86256,-36.94329
"POINT (174.85952 -36.9494)",5654,,,,,,,,,,0,0,174.85952,-36.9494
"POINT (174.89535 -36.99663)",5654,,,,,,,,,,0,0,174.89535,-36.99663
"POINT (174.75154 -36.7815)",5654,,,,,,,,,,0,0,174.75154,-36.7815
"POINT (174.77107 -36.78776)",5654,,,,,,,,,,0,0,174.77107,-36.78776
"POINT (174.79011 -36.80825)",5654,,,,,,,,,,0,0,174.79011,-36.80825
"POINT (174.72766 -36.70912)",5654,,,,,,,,,,0,0,174.72766,-36.70912
"POINT (174.72262 -36.7122)",5654,,,,,,,,,,0,0,174.72262,-36.7122
"POINT (174.74295 -36.71673)",5654,,,,,,,,,,0,0,174.74295,-36.71673
"POINT (174.72424 -36.72008)",5654,,,,,,,,,,0,0,174.72424,-36.72008
"POINT (174.71147 -36.72242)",5654,,,,,,,,,,0,0,174.71147,-36.72242
"POINT (174.74043 -36.72552)",5654,,,,,,,,,,0,0,174.74043,-36.72552
