WKT,type,label,descr,city,region,country,house,phone,zip,highway,level,endlevel,GEOMETRY_X,GEOMETRY_Y
"POINT (172.63963 -43.53205)",5654,,,,,,,,,,0,0,172.63963,-43.53205
"POINT (172.63667 -43.53982)",5654,,,,,,,,,,0,0,172.63667,-43.53982
"POINT (172.63963 -43.53422)",5654,,,,,,,,,,0,0,172.63963,-43.53422
"POINT (172.63963 -43.53532)",5654,,,,,,,,,,0,0,172.63963,-43.53532
"POINT (172.63963 -43.53641)",5654,,,,,,,,,,0,0,172.63963,-43.53641
"POINT (172.63969 -43.53995)",5654,,,,,,,,,,0,0,172.63969,-43.53995
"POINT (172.63969 -43.53871)",5654,,,,,,,,,,0,0,172.63969,-43.53871
"POINT (172.63667 -43.54004)",5654,,,,,,,,,,0,0,172.63667,-43.54004
"POINT (172.63963 -43.52987)",5654,,,,,,,,,,0,0,172.63963,-43.52987
"POINT (172.63662 -43.52661)",5654,,,,,,,,,,0,0,172.63662,-43.52661
"POINT (172.63362 -43.52661)",5654,,,,,,,,,,0,0,172.63362,-43.52661
"POINT (172.63362 -43.5288)",5654,,,,,,,,,,0,0,172.63362,-43.5288
"POINT (172.63287 -43.53096)",5654,,,,,,,,,,0,0,172.63287,-43.53096
"POINT (172.63351 -43.53427)",5654,,,,,,,,,,0,0,172.63351,-43.53427
"POINT (172.62796 -43.53995)",5654,,,,,,,,,,0,0,172.62796,-43.53995
"POINT (172.63362 -43.53639)",5654,,,,,,,,,,0,0,172.63362,-43.53639
"POINT (172.63362 -43.53995)",5654,,,,,,,,,,0,0,172.63362,-43.53995
"POINT (172.62185 -43.53997)",5654,,,,,,,,,,0,0,172.62185,-43.53997
"POINT (172.61334 -43.52414)",5654,,,,,,,,,,0,0,172.61334,-43.52414
"POINT (172.58624 -43.49962)",5654,,,,,,,,,,0,0,172.58624,-43.49962
"POINT (172.58079 -43.51262)",5654,,,,,,,,,,0,0,172.58079,-43.51262
"POINT (172.59039 -43.5185)",5654,,,,,,,,,,0,0,172.59039,-43.5185
"POINT (172.60124 -43.51961)",5654,,,,,,,,,,0,0,172.60124,-43.51961
"POINT (172.57208 -43.51682)",5654,,,,,,,,,,0,0,172.57208,-43.51682
"POINT (172.58676 -43.53079)",5654,,,,,,,,,,0,0,172.58676,-43.53079
"POINT (172.58021 -43.53131)",5654,,,,,,,,,,0,0,172.58021,-43.53131
"POINT (172.57588 -43.50955)",5654,,,,,,,,,,0,0,172.57588,-43.50955
"POINT (172.6031 -43.53702)",5654,,,,,,,,,,0,0,172.6031,-43.53702
"POINT (172.62437 -43.51577)",5654,,,,,,,,,,0,0,172.62437,-43.51577
"POINT (172.60795 -43.49704)",5654,,,,,,,,,,0,0,172.60795,-43.49704
"POINT (174.78163 -41.30064)",5654,,,,,,,,,,0,0,174.78163,-41.30064
"POINT (174.781 -41.29922)",5654,,,,,,,,,,0,0,174.781,-41.29922
"POINT (174.92868 -41.19051)",5654,,,,,,,,,,0,0,174.92868,-41.19051
"POINT (174.7758 -41.29793)",5654,,,,,,,,,,0,0,174.7758,-41.29793
"POINT (174.90724 -41.20247)",5654,,,,,,,,,,0,0,174.90724,-41.20247
"POINT (174.77557 -41.27879)",5654,,,,,,,,,,0,0,174.77557,-41.27879
"POINT (174.7693 -41.27875)",5654,,,,,,,,,,0,0,174.7693,-41.27875
"POINT (174.77705 -41.27954)",5654,,,,,,,,,,0,0,174.77705,-41.27954
"POINT (174.77821 -41.29877)",5654,,,,,,,,,,0,0,174.77821,-41.29877
"POINT (174.78529 -41.29259)",5654,,,,,,,,,,0,0,174.78529,-41.29259
"POINT (174.78233 -41.29145)",5654,,,,,,,,,,0,0,174.78233,-41.29145
"POINT (174.78277 -41.29561)",5654,,,,,,,,,,0,0,174.78277,-41.29561
"POINT (174.7837 -41.29402)",5654,,,,,,,,,,0,0,174.7837,-41.29402
"POINT (174.75465 -41.28673)",5654,,,,,,,,,,0,0,174.75465,-41.28673
"POINT (174.77984 -41.31377)",5654,,,,,,,,,,0,0,174.77984,-41.31377
"POINT (174.8849 -41.22735)",5654,,,,,,,,,,0,0,174.8849,-41.22735
"POINT (174.89082 -41.2168)",5654,,,,,,,,,,0,0,174.89082,-41.2168
"POINT (174.88348 -41.23004)",5654,,,,,,,,,,0,0,174.88348,-41.23004
"POINT (174.77754 -41.28997)",5654,,,,,,,,,,0,0,174.77754,-41.28997
"POINT (174.77621 -41.28647)",5654,,,,,,,,,,0,0,174.77621,-41.28647
"POINT (174.77668 -41.28561)",5654,,,,,,,,,,0,0,174.77668,-41.28561
"POINT (174.79559 -41.31243)",5654,,,,,,,,,,0,0,174.79559,-41.31243
"POINT (174.7725 -41.28512)",5654,,,,,,,,,,0,0,174.7725,-41.28512
"POINT (174.77372 -41.28553)",5654,,,,,,,,,,0,0,174.77372,-41.28553
"POINT (174.92968 -41.18993)",5654,,,,,,,,,,0,0,174.92968,-41.18993
"POINT (174.9208 -41.19504)",5654,,,,,,,,,,0,0,174.9208,-41.19504
"POINT (174.90176 -41.21002)",5654,,,,,,,,,,0,0,174.90176,-41.21002
"POINT (174.77795 -41.28602)",5654,,,,,,,,,,0,0,174.77795,-41.28602
"POINT (174.7787 -41.28969)",5654,,,,,,,,,,0,0,174.7787,-41.28969
"POINT (174.77838 -41.28827)",5654,,,,,,,,,,0,0,174.77838,-41.28827
"POINT (174.77963 -41.29119)",5654,,,,,,,,,,0,0,174.77963,-41.29119
"POINT (174.77789 -41.30726)",5654,,,,,,,,,,0,0,174.77789,-41.30726
"POINT (174.77351 -41.29718)",5654,,,,,,,,,,0,0,174.77351,-41.29718
"POINT (174.77171 -41.29604)",5654,,,,,,,,,,0,0,174.77171,-41.29604
"POINT (174.77119 -41.29531)",5654,,,,,,,,,,0,0,174.77119,-41.29531
"POINT (174.78401 -41.29404)",5654,,,,,,,,,,0,0,174.78401,-41.29404
"POINT (174.78308 -41.29572)",5654,,,,,,,,,,0,0,174.78308,-41.29572
"POINT (174.87054 -41.221)",5654,,,,,,,,,,0,0,174.87054,-41.221
"POINT (174.90092 -41.21049)",5654,,,,,,,,,,0,0,174.90092,-41.21049
"POINT (174.77775 -41.27698)",5654,,,,,,,,,,0,0,174.77775,-41.27698
"POINT (174.77842 -41.27877)",5654,,,,,,,,,,0,0,174.77842,-41.27877
"POINT (174.97181 -41.15948)",5654,,,,,,,,,,0,0,174.97181,-41.15948
"POINT (174.77754 -41.27171)",5654,,,,,,,,,,0,0,174.77754,-41.27171
"POINT (174.90591 -41.2031)",5654,,,,,,,,,,0,0,174.90591,-41.2031
"POINT (174.77203 -41.29385)",5654,,,,,,,,,,0,0,174.77203,-41.29385
"POINT (174.79501 -41.3179)",5654,,,,,,,,,,0,0,174.79501,-41.3179
"POINT (174.77981 -41.30115)",5654,,,,,,,,,,0,0,174.77981,-41.30115
"POINT (174.78007 -41.29044)",5654,,,,,,,,,,0,0,174.78007,-41.29044
"POINT (174.7789 -41.29248)",5654,,,,,,,,,,0,0,174.7789,-41.29248
"POINT (174.77415 -41.28439)",5654,,,,,,,,,,0,0,174.77415,-41.28439
"POINT (174.77252 -41.276)",5654,,,,,,,,,,0,0,174.77252,-41.276
"POINT (174.78111 -41.29342)",5654,,,,,,,,,,0,0,174.78111,-41.29342
"POINT (174.77653 -41.28767)",5654,,,,,,,,,,0,0,174.77653,-41.28767
"POINT (174.77569 -41.29035)",5654,,,,,,,,,,0,0,174.77569,-41.29035
"POINT (174.77609 -41.28844)",5654,,,,,,,,,,0,0,174.77609,-41.28844
"POINT (174.77621 -41.28889)",5654,,,,,,,,,,0,0,174.77621,-41.28889
"POINT (174.77705 -41.28673)",5654,,,,,,,,,,0,0,174.77705,-41.28673
"POINT (174.78196 -41.29707)",5654,,,,,,,,,,0,0,174.78196,-41.29707
"POINT (174.77488 -41.29478)",5654,,,,,,,,,,0,0,174.77488,-41.29478
"POINT (174.78227 -41.29716)",5654,,,,,,,,,,0,0,174.78227,-41.29716
"POINT (174.77711 -41.29548)",5654,,,,,,,,,,0,0,174.77711,-41.29548
"POINT (174.77954 -41.29627)",5654,,,,,,,,,,0,0,174.77954,-41.29627
"POINT (174.77284 -41.29415)",5654,,,,,,,,,,0,0,174.77284,-41.29415
"POINT (174.78451 -41.29323)",5654,,,,,,,,,,0,0,174.78451,-41.29323
"POINT (174.78192 -41.29216)",5654,,,,,,,,,,0,0,174.78192,-41.29216
"POINT (174.78039 -41.28025)",5654,,,,,,,,,,0,0,174.78039,-41.28025
"POINT (174.78396 -41.27666)",5654,,,,,,,,,,0,0,174.78396,-41.27666
"POINT (174.779 -41.28177)",5654,,,,,,,,,,0,0,174.779,-41.28177
"POINT (174.79344 -41.31207)",5654,,,,,,,,,,0,0,174.79344,-41.31207
"POINT (174.87123 -41.22079)",5654,,,,,,,,,,0,0,174.87123,-41.22079
"POINT (174.99626 -41.145)",5654,,,,,,,,,,0,0,174.99626,-41.145
"POINT (174.77467 -41.28917)",5654,,,,,,,,,,0,0,174.77467,-41.28917
"POINT (174.77525 -41.28819)",5654,,,,,,,,,,0,0,174.77525,-41.28819
"POINT (176.1844 -37.66552)",5654,,,,,,,,,,0,0,176.1844,-37.66552
"POINT (176.18716 -37.66555)",5654,,,,,,,,,,0,0,176.18716,-37.66555
"POINT (172.59657 -43.53754)",5654,,,,,,,,,,0,0,172.59657,-43.53754
"POINT (172.57643 -43.53909)",5654,,,,,,,,,,0,0,172.57643,-43.53909
"POINT (172.58627 -43.53839)",5654,,,,,,,,,,0,0,172.58627,-43.53839
"POINT (172.60705 -43.53693)",5654,,,,,,,,,,0,0,172.60705,-43.53693
"POINT (172.61244 -43.54017)",5654,,,,,,,,,,0,0,172.61244,-43.54017
"POINT (172.6031 -43.53703)",5654,,,,,,,,,,0,0,172.6031,-43.53703
"POINT (172.56854 -43.53936)",5654,,,,,,,,,,0,0,172.56854,-43.53936
"POINT (172.57473 -43.53921)",5654,,,,,,,,,,0,0,172.57473,-43.53921
"POINT (172.6071 -43.5368)",5654,,,,,,,,,,0,0,172.6071,-43.5368
"POINT (172.58618 -43.53084)",5654,,,,,,,,,,0,0,172.58618,-43.53084
"POINT (172.59869 -43.52987)",5654,,,,,,,,,,0,0,172.59869,-43.52987
"POINT (172.59979 -43.52978)",5654,,,,,,,,,,0,0,172.59979,-43.52978
"POINT (172.57431 -43.53178)",5654,,,,,,,,,,0,0,172.57431,-43.53178
"POINT (172.58731 -43.53828)",5654,,,,,,,,,,0,0,172.58731,-43.53828
"POINT (174.80041 -41.25448)",5654,,,,,,,,,,0,0,174.80041,-41.25448
"POINT (174.8132 -41.24727)",5654,,,,,,,,,,0,0,174.8132,-41.24727
"POINT (174.90985 -41.20847)",5654,,,,,,,,,,0,0,174.90985,-41.20847
"POINT (174.9044 -41.20961)",5654,,,,,,,,,,0,0,174.9044,-41.20961
"POINT (174.90182 -41.21098)",5654,,,,,,,,,,0,0,174.90182,-41.21098
"POINT (175.0307 -41.13766)",5654,,,,,,,,,,0,0,175.0307,-41.13766
"POINT (174.90953 -41.20944)",5654,,,,,,,,,,0,0,174.90953,-41.20944
"POINT (174.8798 -41.21728)",5654,,,,,,,,,,0,0,174.8798,-41.21728
"POINT (174.90361 -41.20895)",5654,,,,,,,,,,0,0,174.90361,-41.20895
"POINT (174.32287 -35.71524)",5654,,,,,,,,,,0,0,174.32287,-35.71524
"POINT (174.3195 -35.72475)",5654,,,,,,,,,,0,0,174.3195,-35.72475
"POINT (174.31936 -35.72552)",5654,,,,,,,,,,0,0,174.31936,-35.72552
"POINT (174.31651 -35.72745)",5654,,,,,,,,,,0,0,174.31651,-35.72745
"POINT (174.32316 -35.7229)",5654,,,,,,,,,,0,0,174.32316,-35.7229
"POINT (174.32159 -35.70844)",5654,,,,,,,,,,0,0,174.32159,-35.70844
"POINT (174.32153 -35.70816)",5654,,,,,,,,,,0,0,174.32153,-35.70816
"POINT (174.30026 -35.68218)",5654,,,,,,,,,,0,0,174.30026,-35.68218
"POINT (174.31361 -35.69971)",5654,,,,,,,,,,0,0,174.31361,-35.69971
"POINT (174.31271 -35.69844)",5654,,,,,,,,,,0,0,174.31271,-35.69844
"POINT (174.31736 -35.73011)",5654,,,,,,,,,,0,0,174.31736,-35.73011
"POINT (174.32498 -35.70893)",5654,,,,,,,,,,0,0,174.32498,-35.70893
"POINT (174.32095 -35.72036)",5654,,,,,,,,,,0,0,174.32095,-35.72036
"POINT (174.30957 -35.73204)",5654,,,,,,,,,,0,0,174.30957,-35.73204
"POINT (174.3096 -35.75241)",5654,,,,,,,,,,0,0,174.3096,-35.75241
"POINT (174.32208 -35.72657)",5654,,,,,,,,,,0,0,174.32208,-35.72657
"POINT (174.32464 -35.72434)",5654,,,,,,,,,,0,0,174.32464,-35.72434
"POINT (174.31457 -35.72213)",5654,,,,,,,,,,0,0,174.31457,-35.72213
"POINT (174.31225 -35.72483)",5654,,,,,,,,,,0,0,174.31225,-35.72483
"POINT (174.86726 -36.98511)",5654,,,,,,,,,,0,0,174.86726,-36.98511
"POINT (174.76527 -36.8443)",5654,,,,,,,,,,0,0,174.76527,-36.8443
"POINT (174.76095 -36.86379)",5654,,,,,,,,,,0,0,174.76095,-36.86379
"POINT (174.75271 -36.85967)",5654,,,,,,,,,,0,0,174.75271,-36.85967
"POINT (174.76353 -36.85838)",5654,,,,,,,,,,0,0,174.76353,-36.85838
"POINT (174.75903 -36.85767)",5654,,,,,,,,,,0,0,174.75903,-36.85767
"POINT (174.76527 -36.849)",5654,,,,,,,,,,0,0,174.76527,-36.849
"POINT (174.76608 -36.84638)",5654,,,,,,,,,,0,0,174.76608,-36.84638
"POINT (174.76141 -36.85786)",5654,,,,,,,,,,0,0,174.76141,-36.85786
"POINT (174.77003 -36.84553)",5654,,,,,,,,,,0,0,174.77003,-36.84553
"POINT (174.76724 -36.84328)",5654,,,,,,,,,,0,0,174.76724,-36.84328
"POINT (174.79426 -36.8906)",5654,,,,,,,,,,0,0,174.79426,-36.8906
"POINT (174.77049 -36.866)",5654,,,,,,,,,,0,0,174.77049,-36.866
"POINT (174.77441 -36.89331)",5654,,,,,,,,,,0,0,174.77441,-36.89331
"POINT (174.785 -36.88265)",5654,,,,,,,,,,0,0,174.785,-36.88265
"POINT (174.77098 -36.84424)",5654,,,,,,,,,,0,0,174.77098,-36.84424
"POINT (174.76695 -36.86036)",5654,,,,,,,,,,0,0,174.76695,-36.86036
"POINT (174.77235 -36.85018)",5654,,,,,,,,,,0,0,174.77235,-36.85018
"POINT (174.76449 -36.85087)",5654,,,,,,,,,,0,0,174.76449,-36.85087
"POINT (174.76164 -36.84795)",5654,,,,,,,,,,0,0,174.76164,-36.84795
"POINT (174.77714 -36.87544)",5654,,,,,,,,,,0,0,174.77714,-36.87544
"POINT (174.79881 -36.89395)",5654,,,,,,,,,,0,0,174.79881,-36.89395
"POINT (174.75628 -36.85288)",5654,,,,,,,,,,0,0,174.75628,-36.85288
"POINT (174.76312 -36.8446)",5654,,,,,,,,,,0,0,174.76312,-36.8446
"POINT (174.76083 -36.8498)",5654,,,,,,,,,,0,0,174.76083,-36.8498
"POINT (174.70982 -36.8708)",5654,,,,,,,,,,0,0,174.70982,-36.8708
"POINT (174.74415 -36.84735)",5654,,,,,,,,,,0,0,174.74415,-36.84735
"POINT (174.76797 -36.84501)",5654,,,,,,,,,,0,0,174.76797,-36.84501
"POINT (174.76666 -36.84465)",5654,,,,,,,,,,0,0,174.76666,-36.84465
"POINT (174.80253 -36.88119)",5654,,,,,,,,,,0,0,174.80253,-36.88119
"POINT (174.73745 -36.86514)",5654,,,,,,,,,,0,0,174.73745,-36.86514
"POINT (174.78201 -36.86179)",5654,,,,,,,,,,0,0,174.78201,-36.86179
"POINT (174.76576 -36.84737)",5654,,,,,,,,,,0,0,174.76576,-36.84737
"POINT (174.74922 -36.85778)",5654,,,,,,,,,,0,0,174.74922,-36.85778
"POINT (174.75085 -36.85867)",5654,,,,,,,,,,0,0,174.75085,-36.85867
"POINT (174.7704 -36.85186)",5654,,,,,,,,,,0,0,174.7704,-36.85186
"POINT (174.76988 -36.84829)",5654,,,,,,,,,,0,0,174.76988,-36.84829
"POINT (174.75636 -36.84812)",5654,,,,,,,,,,0,0,174.75636,-36.84812
"POINT (174.78291 -36.85895)",5654,,,,,,,,,,0,0,174.78291,-36.85895
"POINT (174.75651 -36.84611)",5654,,,,,,,,,,0,0,174.75651,-36.84611
"POINT (174.76347 -36.84846)",5654,,,,,,,,,,0,0,174.76347,-36.84846
"POINT (174.7601 -36.84759)",5654,,,,,,,,,,0,0,174.7601,-36.84759
"POINT (174.75845 -36.86593)",5654,,,,,,,,,,0,0,174.75845,-36.86593
"POINT (174.76405 -36.86465)",5654,,,,,,,,,,0,0,174.76405,-36.86465
"POINT (174.76231 -36.84637)",5654,,,,,,,,,,0,0,174.76231,-36.84637
"POINT (174.79818 -36.88075)",5654,,,,,,,,,,0,0,174.79818,-36.88075
"POINT (174.6965 -36.89451)",5654,,,,,,,,,,0,0,174.6965,-36.89451
"POINT (174.74676 -36.85638)",5654,,,,,,,,,,0,0,174.74676,-36.85638
"POINT (174.761 -36.84546)",5654,,,,,,,,,,0,0,174.761,-36.84546
"POINT (174.7756 -36.88515)",5654,,,,,,,,,,0,0,174.7756,-36.88515
"POINT (174.76855 -36.84362)",5654,,,,,,,,,,0,0,174.76855,-36.84362
"POINT (174.76385 -36.8523)",5654,,,,,,,,,,0,0,174.76385,-36.8523
"POINT (174.77267 -36.87823)",5654,,,,,,,,,,0,0,174.77267,-36.87823
"POINT (174.76269 -36.85033)",5654,,,,,,,,,,0,0,174.76269,-36.85033
"POINT (174.78494 -36.87511)",5654,,,,,,,,,,0,0,174.78494,-36.87511
"POINT (174.78138 -36.87295)",5654,,,,,,,,,,0,0,174.78138,-36.87295
"POINT (174.70094 -36.89657)",5654,,,,,,,,,,0,0,174.70094,-36.89657
"POINT (174.76417 -36.8469)",5654,,,,,,,,,,0,0,174.76417,-36.8469
"POINT (174.7402 -36.84494)",5654,,,,,,,,,,0,0,174.7402,-36.84494
"POINT (174.84544 -36.86822)",5654,,,,,,,,,,0,0,174.84544,-36.86822
"POINT (174.76585 -36.85619)",5654,,,,,,,,,,0,0,174.76585,-36.85619
"POINT (174.76353 -36.84381)",5654,,,,,,,,,,0,0,174.76353,-36.84381
"POINT (174.76411 -36.8425)",5654,,,,,,,,,,0,0,174.76411,-36.8425
"POINT (174.76585 -36.84295)",5654,,,,,,,,,,0,0,174.76585,-36.84295
"POINT (174.78349 -36.84767)",5654,,,,,,,,,,0,0,174.78349,-36.84767
"POINT (174.74119 -36.84548)",5654,,,,,,,,,,0,0,174.74119,-36.84548
"POINT (174.81184 -36.88038)",5654,,,,,,,,,,0,0,174.81184,-36.88038
"POINT (174.76011 -36.86053)",5654,,,,,,,,,,0,0,174.76011,-36.86053
"POINT (174.75598 -36.8628)",5654,,,,,,,,,,0,0,174.75598,-36.8628
"POINT (174.76582 -36.85147)",5654,,,,,,,,,,0,0,174.76582,-36.85147
"POINT (174.77 -36.89286)",5654,,,,,,,,,,0,0,174.77,-36.89286
"POINT (174.74545 -36.8535)",5654,,,,,,,,,,0,0,174.74545,-36.8535
"POINT (174.76173 -36.86719)",5654,,,,,,,,,,0,0,174.76173,-36.86719
"POINT (174.76611 -36.89109)",5654,,,,,,,,,,0,0,174.76611,-36.89109
"POINT (174.79251 -36.8797)",5654,,,,,,,,,,0,0,174.79251,-36.8797
"POINT (174.71835 -36.89777)",5654,,,,,,,,,,0,0,174.71835,-36.89777
"POINT (174.84121 -36.86348)",5654,,,,,,,,,,0,0,174.84121,-36.86348
"POINT (174.77928 -36.89318)",5654,,,,,,,,,,0,0,174.77928,-36.89318
"POINT (174.80133 -36.88642)",5654,,,,,,,,,,0,0,174.80133,-36.88642
"POINT (174.85638 -36.86269)",5654,,,,,,,,,,0,0,174.85638,-36.86269
"POINT (174.8603 -36.85937)",5654,,,,,,,,,,0,0,174.8603,-36.85937
"POINT (174.80821 -36.88238)",5654,,,,,,,,,,0,0,174.80821,-36.88238
"POINT (174.76306 -36.85409)",5654,,,,,,,,,,0,0,174.76306,-36.85409
"POINT (174.75862 -36.85514)",5654,,,,,,,,,,0,0,174.75862,-36.85514
"POINT (174.75985 -36.85161)",5654,,,,,,,,,,0,0,174.75985,-36.85161
"POINT (174.75845 -36.85123)",5654,,,,,,,,,,0,0,174.75845,-36.85123
"POINT (174.75929 -36.84935)",5654,,,,,,,,,,0,0,174.75929,-36.84935
"POINT (174.76185 -36.85359)",5654,,,,,,,,,,0,0,174.76185,-36.85359
"POINT (174.76091 -36.85203)",5654,,,,,,,,,,0,0,174.76091,-36.85203
"POINT (174.77081 -36.85411)",5654,,,,,,,,,,0,0,174.77081,-36.85411
"POINT (174.7702 -36.8888)",5654,,,,,,,,,,0,0,174.7702,-36.8888
"POINT (174.76887 -36.84523)",5654,,,,,,,,,,0,0,174.76887,-36.84523
"POINT (174.74435 -36.86542)",5654,,,,,,,,,,0,0,174.74435,-36.86542
"POINT (174.75471 -36.85858)",5654,,,,,,,,,,0,0,174.75471,-36.85858
"POINT (174.76063 -36.86505)",5654,,,,,,,,,,0,0,174.76063,-36.86505
"POINT (174.69281 -36.89361)",5654,,,,,,,,,,0,0,174.69281,-36.89361
"POINT (174.69566 -36.89207)",5654,,,,,,,,,,0,0,174.69566,-36.89207
"POINT (174.71983 -36.89971)",5654,,,,,,,,,,0,0,174.71983,-36.89971
"POINT (174.75105 -36.84814)",5654,,,,,,,,,,0,0,174.75105,-36.84814
"POINT (174.73359 -36.84597)",5654,,,,,,,,,,0,0,174.73359,-36.84597
"POINT (174.79609 -36.88055)",5654,,,,,,,,,,0,0,174.79609,-36.88055
"POINT (174.75317 -36.84806)",5654,,,,,,,,,,0,0,174.75317,-36.84806
"POINT (174.82809 -36.87494)",5654,,,,,,,,,,0,0,174.82809,-36.87494
"POINT (174.71156 -36.88061)",5654,,,,,,,,,,0,0,174.71156,-36.88061
"POINT (174.70216 -36.87969)",5654,,,,,,,,,,0,0,174.70216,-36.87969
"POINT (174.70036 -36.8861)",5654,,,,,,,,,,0,0,174.70036,-36.8861
"POINT (174.76475 -36.85343)",5654,,,,,,,,,,0,0,174.76475,-36.85343
"POINT (174.76458 -36.84595)",5654,,,,,,,,,,0,0,174.76458,-36.84595
"POINT (174.68486 -36.88741)",5654,,,,,,,,,,0,0,174.68486,-36.88741
"POINT (174.83737 -36.86012)",5654,,,,,,,,,,0,0,174.83737,-36.86012
"POINT (174.81143 -36.88894)",5654,,,,,,,,,,0,0,174.81143,-36.88894
"POINT (174.76675 -36.84941)",5654,,,,,,,,,,0,0,174.76675,-36.84941
"POINT (174.77145 -36.88275)",5654,,,,,,,,,,0,0,174.77145,-36.88275
"POINT (174.77351 -36.87484)",5654,,,,,,,,,,0,0,174.77351,-36.87484
"POINT (174.77632 -36.87874)",5654,,,,,,,,,,0,0,174.77632,-36.87874
"POINT (174.77484 -36.86999)",5654,,,,,,,,,,0,0,174.77484,-36.86999
"POINT (174.77696 -36.8716)",5654,,,,,,,,,,0,0,174.77696,-36.8716
"POINT (174.75096 -36.87598)",5654,,,,,,,,,,0,0,174.75096,-36.87598
"POINT (174.75218 -36.87235)",5654,,,,,,,,,,0,0,174.75218,-36.87235
"POINT (174.76205 -36.88159)",5654,,,,,,,,,,0,0,174.76205,-36.88159
"POINT (174.76237 -36.90917)",5654,,,,,,,,,,0,0,174.76237,-36.90917
"POINT (174.7695 -36.91061)",5654,,,,,,,,,,0,0,174.7695,-36.91061
"POINT (174.75868 -36.90911)",5654,,,,,,,,,,0,0,174.75868,-36.90911
"POINT (174.74171 -36.9046)",5654,,,,,,,,,,0,0,174.74171,-36.9046
"POINT (174.75927 -36.91537)",5654,,,,,,,,,,0,0,174.75927,-36.91537
"POINT (174.76846 -36.9163)",5654,,,,,,,,,,0,0,174.76846,-36.9163
"POINT (174.73005 -36.91486)",5654,,,,,,,,,,0,0,174.73005,-36.91486
"POINT (174.72789 -36.91256)",5654,,,,,,,,,,0,0,174.72789,-36.91256
"POINT (174.71025 -36.88919)",5654,,,,,,,,,,0,0,174.71025,-36.88919
"POINT (174.71557 -36.88406)",5654,,,,,,,,,,0,0,174.71557,-36.88406
"POINT (174.74705 -36.87158)",5654,,,,,,,,,,0,0,174.74705,-36.87158
"POINT (174.7335 -36.89705)",5654,,,,,,,,,,0,0,174.7335,-36.89705
"POINT (174.78584 -36.92647)",5654,,,,,,,,,,0,0,174.78584,-36.92647
"POINT (174.78312 -36.92311)",5654,,,,,,,,,,0,0,174.78312,-36.92311
"POINT (174.77845 -36.91646)",5654,,,,,,,,,,0,0,174.77845,-36.91646
"POINT (174.78416 -36.91376)",5654,,,,,,,,,,0,0,174.78416,-36.91376
"POINT (174.78442 -36.91593)",5654,,,,,,,,,,0,0,174.78442,-36.91593
"POINT (174.78358 -36.92665)",5654,,,,,,,,,,0,0,174.78358,-36.92665
"POINT (174.80108 -36.92605)",5654,,,,,,,,,,0,0,174.80108,-36.92605
"POINT (174.78764 -36.92273)",5654,,,,,,,,,,0,0,174.78764,-36.92273
"POINT (174.80026 -36.92152)",5654,,,,,,,,,,0,0,174.80026,-36.92152
"POINT (174.77821 -36.86763)",5654,,,,,,,,,,0,0,174.77821,-36.86763
"POINT (174.77754 -36.86981)",5654,,,,,,,,,,0,0,174.77754,-36.86981
"POINT (174.81982 -36.91946)",5654,,,,,,,,,,0,0,174.81982,-36.91946
"POINT (174.81332 -36.92015)",5654,,,,,,,,,,0,0,174.81332,-36.92015
"POINT (174.81297 -36.90797)",5654,,,,,,,,,,0,0,174.81297,-36.90797
"POINT (174.7731 -36.89947)",5654,,,,,,,,,,0,0,174.7731,-36.89947
"POINT (174.83853 -36.91342)",5654,,,,,,,,,,0,0,174.83853,-36.91342
"POINT (174.79432 -36.89907)",5654,,,,,,,,,,0,0,174.79432,-36.89907
"POINT (174.81529 -36.90009)",5654,,,,,,,,,,0,0,174.81529,-36.90009
"POINT (174.80427 -36.89949)",5654,,,,,,,,,,0,0,174.80427,-36.89949
"POINT (174.82928 -36.92232)",5654,,,,,,,,,,0,0,174.82928,-36.92232
"POINT (174.84234 -36.90923)",5654,,,,,,,,,,0,0,174.84234,-36.90923
"POINT (174.84483 -36.90938)",5654,,,,,,,,,,0,0,174.84483,-36.90938
"POINT (174.70332 -36.8769)",5654,,,,,,,,,,0,0,174.70332,-36.8769
"POINT (174.83879 -36.90851)",5654,,,,,,,,,,0,0,174.83879,-36.90851
"POINT (174.84233 -36.92769)",5654,,,,,,,,,,0,0,174.84233,-36.92769
"POINT (174.81822 -36.91136)",5654,,,,,,,,,,0,0,174.81822,-36.91136
"POINT (174.84544 -36.89759)",5654,,,,,,,,,,0,0,174.84544,-36.89759
"POINT (174.82626 -36.91881)",5654,,,,,,,,,,0,0,174.82626,-36.91881
"POINT (174.84063 -36.92132)",5654,,,,,,,,,,0,0,174.84063,-36.92132
"POINT (174.85391 -36.89956)",5654,,,,,,,,,,0,0,174.85391,-36.89956
"POINT (174.83462 -36.90669)",5654,,,,,,,,,,0,0,174.83462,-36.90669
"POINT (174.85246 -36.92593)",5654,,,,,,,,,,0,0,174.85246,-36.92593
"POINT (174.85342 -36.89342)",5654,,,,,,,,,,0,0,174.85342,-36.89342
"POINT (174.8415 -36.8966)",5654,,,,,,,,,,0,0,174.8415,-36.8966
"POINT (174.75993 -36.88978)",5654,,,,,,,,,,0,0,174.75993,-36.88978
"POINT (174.74739 -36.887)",5654,,,,,,,,,,0,0,174.74739,-36.887
"POINT (174.7384 -36.88512)",5654,,,,,,,,,,0,0,174.7384,-36.88512
"POINT (174.72795 -36.87855)",5654,,,,,,,,,,0,0,174.72795,-36.87855
